station_cd,new_line_cd,numbering,note
2800227,2800202,Mb-04,中野富士見町
2800228,2800202,Mb-03,方南町
2800301,28003,H-22,北千住
2800302,28003,H-21,南千住
2800303,28003,H-20,三ノ輪
2800304,28003,H-19,入谷
2800305,28003,H-18,上野
2800306,28003,H-17,仲御徒町
2800307,28003,H-16,秋葉原
2800308,28003,H-15,小伝馬町
2800309,28003,H-14,人形町
2800310,28003,H-13,茅場町
2800311,28003,H-12,八丁堀
2800312,28003,H-11,築地
2800313,28003,H-10,東銀座
2800314,28003,H-09,銀座
2800315,28003,H-08,日比谷
2800316,28003,H-07,霞ケ関
2800322,28003,H-06,虎ノ門ヒルズ
2800317,28003,H-05,神谷町
2800318,28003,H-04,六本木
2800319,28003,H-03,広尾
2800320,28003,H-02,恵比寿
2800321,28003,H-01,中目黒
2800401,28004,T-01,中野
2800402,28004,T-02,落合
2800403,28004,T-03,高田馬場
2800404,28004,T-04,早稲田
2800405,28004,T-05,神楽坂
2800406,28004,T-06,飯田橋
2800407,28004,T-07,九段下
2800408,28004,T-08,竹橋
2800409,28004,T-09,大手町
2800410,28004,T-10,日本橋
2800411,28004,T-11,茅場町
2800412,28004,T-12,門前仲町
2800413,28004,T-13,木場
2800414,28004,T-14,東陽町
2800415,28004,T-15,南砂町
2800416,28004,T-16,西葛西
2800417,28004,T-17,葛西
2800418,28004,T-18,浦安
2800419,28004,T-19,南行徳
2800420,28004,T-20,行徳
2800421,28004,T-21,妙典
2800422,28004,T-22,原木中山
2800423,28004,T-23,西船橋
2800501,28005,C-20,北綾瀬
2800502,28005,C-19,綾瀬
2800503,28005,C-18,北千住
2800504,28005,C-17,町屋
2800505,28005,C-16,西日暮里
2800506,28005,C-15,千駄木
2800507,28005,C-14,根津
2800508,28005,C-13,湯島
2800509,28005,C-12,新御茶ノ水
2800510,28005,C-11,大手町
2800511,28005,C-10,二重橋前
2800512,28005,C-09,日比谷
2800513,28005,C-08,霞ケ関
2800514,28005,C-07,国会議事堂前
2800515,28005,C-06,赤坂
2800516,28005,C-05,乃木坂
2800517,28005,C-04,表参道
2800518,28005,C-03,明治神宮前〈原宿〉
2800519,28005,C-02,代々木公園
2800520,28005,C-01,代々木上原
2800601,28006,Y-01,和光市
2800602,28006,Y-02,地下鉄成増
2800603,28006,Y-03,地下鉄赤塚
2800604,28006,Y-04,平和台
2800605,28006,Y-05,氷川台
2800606,28006,Y-06,小竹向原
2800607,28006,Y-07,千川
2800608,28006,Y-08,要町
2800609,28006,Y-09,池袋
2800610,28006,Y-10,東池袋
2800611,28006,Y-11,護国寺
2800612,28006,Y-12,江戸川橋
2800613,28006,Y-13,飯田橋
2800614,28006,Y-14,市ケ谷
2800615,28006,Y-15,麹町
2800616,28006,Y-16,永田町
2800617,28006,Y-17,桜田門
2800618,28006,Y-18,有楽町
2800619,28006,Y-19,銀座一丁目
2800620,28006,Y-20,新富町
2800621,28006,Y-21,月島
2800622,28006,Y-22,豊洲
2800623,28006,Y-23,辰巳
2800624,28006,Y-24,新木場
2800801,28008,Z-01,渋谷
2800802,28008,Z-02,表参道
2800803,28008,Z-03,青山一丁目
2800804,28008,Z-04,永田町
2800805,28008,Z-05,半蔵門
2800806,28008,Z-06,九段下
2800807,28008,Z-07,神保町
2800808,28008,Z-08,大手町
2800809,28008,Z-09,三越前
2800810,28008,Z-10,水天宮前
2800811,28008,Z-11,清澄白河
2800814,28008,Z-12,住吉
2800812,28008,Z-13,錦糸町
2800813,28008,Z-14,押上〈スカイツリー前〉
2800901,28009,N-19,赤羽岩淵
2800902,28009,N-18,志茂
2800903,28009,N-17,王子神谷
2800904,28009,N-16,王子
2800905,28009,N-15,西ケ原
2800906,28009,N-14,駒込
2800907,28009,N-13,本駒込
2800908,28009,N-12,東大前
2800909,28009,N-11,後楽園
2800910,28009,N-10,飯田橋
2800911,28009,N-09,市ケ谷
2800912,28009,N-08,四ツ谷
2800913,28009,N-07,永田町
2800914,28009,N-06,溜池山王
2800915,28009,N-05,六本木一丁目
2800916,28009,N-04,麻布十番
2800917,28009,N-03,白金高輪
2800918,28009,N-02,白金台
2800919,28009,N-01,目黒
2801001,28010,F-01,和光市
2801002,28010,F-02,地下鉄成増
2801003,28010,F-03,地下鉄赤塚
2801004,28010,F-04,平和台
2801005,28010,F-05,氷川台
2801006,28010,F-06,小竹向原
2801007,28010,F-07,千川
2801008,28010,F-08,要町
2801009,28010,F-09,池袋
2801010,28010,F-10,雑司が谷
2801011,28010,F-11,西早稲田
2801012,28010,F-12,東新宿
2801013,28010,F-13,新宿三丁目
2801014,28010,F-14,北参道
2801015,28010,F-15,明治神宮前〈原宿〉
2801016,28010,F-16,渋谷
2900101,29001,SO01,横浜
2900102,29001,SO02,平沼橋
2900103,29001,SO03,西横浜
2900104,29001,SO04,天王町
2900105,29001,SO05,星川
2900106,29001,SO06,和田町
2900107,29001,SO07,上星川
2900108,29001,SO08,西谷
2900109,29001,SO09,鶴ヶ峰
2900110,29001,SO10,二俣川
2900111,29001,SO11,希望ヶ丘
2900112,29001,SO12,三ツ境
2900113,29001,SO13,瀬谷
2900114,29001,SO14,大和
2900115,29001,SO15,相模大塚
2900116,29001,SO16,さがみ野
2900117,29001,SO17,かしわ台
2900118,29001,SO18,海老名
2900201,29002,SO10,二俣川
2900202,29002,SO31,南万騎が原
2900203,29002,SO32,緑園都市
2900204,29002,SO33,弥生台
2900205,29002,SO34,いずみ野
2900206,29002,SO35,いずみ中央
2900207,29002,SO36,ゆめが丘
2900208,29002,SO37,湘南台
2900303,29003,JA11,新宿（相鉄直通線）
2900304,29003,JA10,渋谷（相鉄直通線）
2900305,29003,JA09,恵比寿（相鉄直通線）
2900306,29003,JA08・JS17,大崎（相鉄直通線）
2900307,29003,JS16,西大井（相鉄直通線）
2900308,29003,JS15,武蔵小杉（相鉄直通線）
2900301,29003,SO51,羽沢横浜国大
2900302,29003,SO08,西谷（相鉄直通線）
2900309,29003,SO09,鶴ヶ峰（相鉄直通線）
2900310,29003,SO10,二俣川（相鉄直通線）
2900311,29003,SO11,希望ヶ丘（相鉄直通線）
2900312,29003,SO12,三ツ境（相鉄直通線）
2900313,29003,SO13,瀬谷（相鉄直通線）
2900314,29003,SO14,大和（相鉄直通線）
2900315,29003,SO15,相模大塚（相鉄直通線）
2900316,29003,SO16,さがみ野（相鉄直通線）
2900317,29003,SO17,かしわ台（相鉄直通線）
2900318,29003,SO18,海老名（相鉄直通線）
9930101,99301,E-28,都庁前
9930102,99301,E-01,新宿西口
9930103,99301,E-02,東新宿
9930104,99301,E-03,若松河田
9930105,99301,E-04,牛込柳町
9930106,99301,E-05,牛込神楽坂
9930107,99301,E-06,飯田橋
9930108,99301,E-07,春日
9930109,99301,E-08,本郷三丁目
9930110,99301,E-09,上野御徒町
9930111,99301,E-10,新御徒町
9930112,99301,E-11,蔵前
9930113,99301,E-12,両国
9930114,99301,E-13,森下
9930115,99301,E-14,清澄白河
9930116,99301,E-15,門前仲町
9930117,99301,E-16,月島
9930118,99301,E-17,勝どき
9930119,99301,E-18,築地市場
9930120,99301,E-19,汐留
9930121,99301,E-20,大門
9930122,99301,E-21,赤羽橋
9930123,99301,E-22,麻布十番
9930124,99301,E-23,六本木
9930125,99301,E-24,青山一丁目
9930126,99301,E-25,国立競技場
9930127,99301,E-26,代々木
9930128,99301,E-27,新宿
9930129,99301,E-29,西新宿五丁目
9930130,99301,E-30,中野坂上
9930131,99301,E-31,東中野
9930132,99301,E-32,中井
9930133,99301,E-33,落合南長崎
9930134,99301,E-34,新江古田
9930135,99301,E-35,練馬
9930136,99301,E-36,豊島園
9930137,99301,E-37,練馬春日町
9930138,99301,E-38,光が丘
9930201,99302,A-01,西馬込
9930202,99302,A-02,馬込
9930203,99302,A-03,中延
9930204,99302,A-04,戸越
9930205,99302,A-05,五反田
9930206,99302,A-06,高輪台
9930207,99302,A-07,泉岳寺
9930208,99302,A-08,三田
9930209,99302,A-09,大門
9930210,99302,A-10,新橋
9930211,99302,A-11,東銀座
9930212,99302,A-12,宝町
9930213,99302,A-13,日本橋
9930214,99302,A-14,人形町
9930215,99302,A-15,東日本橋
9930216,99302,A-16,浅草橋
9930217,99302,A-17,蔵前
9930218,99302,A-18,浅草
9930219,99302,A-19,本所吾妻橋
9930220,99302,A-20,押上
9930301,99303,I-01,目黒
9930302,99303,I-02,白金台
9930303,99303,I-03,白金高輪
9930304,99303,I-04,三田
9930305,99303,I-05,芝公園
9930306,99303,I-06,御成門
9930307,99303,I-07,内幸町
9930308,99303,I-08,日比谷
9930309,99303,I-09,大手町
9930310,99303,I-10,神保町
9930311,99303,I-11,水道橋
9930312,99303,I-12,春日
9930313,99303,I-13,白山
9930314,99303,I-14,千石
9930315,99303,I-15,巣鴨
9930316,99303,I-16,西巣鴨
9930317,99303,I-17,新板橋
9930318,99303,I-18,板橋区役所前
9930319,99303,I-19,板橋本町
9930320,99303,I-20,本蓮沼
9930321,99303,I-21,志村坂上
9930322,99303,I-22,志村三丁目
9930323,99303,I-23,蓮根
9930324,99303,I-24,西台
9930325,99303,I-25,高島平
9930326,99303,I-26,新高島平
9930327,99303,I-27,西高島平
9930401,99304,S-01,新宿
9930402,99304,S-02,新宿三丁目
9930403,99304,S-03,曙橋
9930404,99304,S-04,市ヶ谷
9930405,99304,S-05,九段下
9930406,99304,S-06,神保町
9930407,99304,S-07,小川町
9930408,99304,S-08,岩本町
9930409,99304,S-09,馬喰横山
9930410,99304,S-10,浜町
9930411,99304,S-11,森下
9930412,99304,S-12,菊川
9930413,99304,S-13,住吉
9930414,99304,S-14,西大島
9930415,99304,S-15,大島
9930416,99304,S-16,東大島
9930417,99304,S-17,船堀
9930418,99304,S-18,一之江
9930419,99304,S-19,瑞江
9930420,99304,S-20,篠崎
9930421,99304,S-21,本八幡
9930501,99305,SA01,三ノ輪橋
9930502,99305,SA02,荒川一中前
9930503,99305,SA03,荒川区役所前
9930504,99305,SA04,荒川二丁目
9930505,99305,SA05,荒川七丁目
9930506,99305,SA06,町屋駅前
9930507,99305,SA07,町屋二丁目
9930508,99305,SA08,東尾久三丁目
9930509,99305,SA09,熊野前
9930510,99305,SA10,宮ノ前
9930511,99305,SA11,小台
9930512,99305,SA12,荒川遊園地前
9930513,99305,SA13,荒川車庫前
9930514,99305,SA14,梶原
9930515,99305,SA15,栄町
9930516,99305,SA16,王子駅前
9930517,99305,SA17,飛鳥山
9930518,99305,SA18,滝野川一丁目
9930519,99305,SA19,西ヶ原四丁目
9930520,99305,SA20,新庚申塚
9930521,99305,SA21,庚申塚
9930522,99305,SA22,巣鴨新田
9930523,99305,SA23,大塚駅前
9930524,99305,SA24,向原
9930525,99305,SA25,東池袋四丁目
9930526,99305,SA26,都電雑司ヶ谷
9930527,99305,SA27,鬼子母神前
9930528,99305,SA28,学習院下
9930529,99305,SA29,面影橋
9930530,99305,SA30,早稲田
9930701,99307,SR19,赤羽岩淵
9930702,99307,SR20,川口元郷
9930703,99307,SR21,南鳩ヶ谷
9930704,99307,SR22,鳩ヶ谷
9930705,99307,SR23,新井宿
9930706,99307,SR24,戸塚安行
9930707,99307,SR25,東川口
9930708,99307,SR26,浦和美園
9930901,99309,TX01,秋葉原
9930902,99309,TX02,新御徒町
9930903,99309,TX03,浅草
9930904,99309,TX04,南千住
9930905,99309,TX05,北千住
9930906,99309,TX06,青井
9930907,99309,TX07,六町
9930908,99309,TX08,八潮
9930909,99309,TX09,三郷中央
9930910,99309,TX10,南流山
9930911,99309,TX11,流山セントラルパーク
9930912,99309,TX12,流山おおたかの森
9930913,99309,TX13,柏の葉キャンパス
9930914,99309,TX14,柏たなか
9930915,99309,TX15,守谷
9930916,99309,TX16,みらい平
9930917,99309,TX17,みどりの
9930918,99309,TX18,万博記念公園
9930919,99309,TX19,研究学園
9930920,99309,TX20,つくば
9931001,99310,MM01,横浜
9931002,99310,MM02,新高島
9931003,99310,MM03,みなとみらい
9931004,99310,MM04,馬車道
9931005,99310,MM05,日本大通り
9931006,99310,MM06,元町・中華街
9931101,99311,U-01,新橋
9931102,99311,U-02,汐留
9931103,99311,U-03,竹芝
9931104,99311,U-04,日の出
9931105,99311,U-05,芝浦ふ頭
9931106,99311,U-06,お台場海浜公園
9931107,99311,U-07,台場
9931108,99311,U-08,東京国際クルーズターミナル
9931109,99311,U-09,テレコムセンター
9931110,99311,U-10,青海
9931111,99311,U-11,東京ビッグサイト
9931112,99311,U-12,有明
9931113,99311,U-13,有明テニスの森
9931114,99311,U-14,市場前
9931115,99311,U-15,新豊洲
9931116,99311,U-16,豊洲
9931601,99316,B-01,あざみ野
9931602,99316,B-02,中川
9931603,99316,B-03,センター北
9931604,99316,B-04,センター南
9931605,99316,B-05,仲町台
9931606,99316,B-06,新羽
9931607,99316,B-07,北新横浜
9931608,99316,B-08,新横浜
9931609,99316,B-09,岸根公園
9931610,99316,B-10,片倉町
9931611,99316,B-11,三ツ沢上町
9931612,99316,B-12,三ツ沢下町
9931613,99316,B-13,横浜
9931614,99316,B-14,高島町
9931615,99316,B-15,桜木町
9931616,99316,B-16,関内
9931617,99316,B-17,伊勢佐木長者町
9931618,99316,B-18,阪東橋
9931619,99316,B-19,吉野町
9931620,99316,B-20,蒔田
9931621,99316,B-21,弘明寺
9931622,99316,B-22,上大岡
9931623,99316,B-23,港南中央
9931624,99316,B-24,上永谷
9931625,99316,B-25,下永谷
9931626,99316,B-26,舞岡
9931627,99316,B-27,戸塚
9931628,99316,B-28,踊場
9931629,99316,B-29,中田
9931630,99316,B-30,立場
9931631,99316,B-31,下飯田
9931632,99316,B-32,湘南台
9932001,99320,EN01,藤沢
9932002,99320,EN02,石上
9932003,99320,EN03,柳小路
9932004,99320,EN04,鵠沼
9932005,99320,EN05,湘南海岸公園
9932006,99320,EN06,江ノ島
9932007,99320,EN07,腰越
9932008,99320,EN08,鎌倉高校前
9932009,99320,EN09,七里ヶ浜
9932010,99320,EN10,稲村ヶ崎
9932011,99320,EN11,極楽寺
9932012,99320,EN12,長谷
9932013,99320,EN13,由比ヶ浜
9932014,99320,EN14,和田塚
9932015,99320,EN15,鎌倉
9932101,99321,NS01,大宮
9932102,99321,NS02,鉄道博物館
9932103,99321,NS03,加茂宮
9932104,99321,NS04,東宮原
9932105,99321,NS05,今羽
9932106,99321,NS06,吉野原
9932107,99321,NS07,原市
9932108,99321,NS08,沼南
9932109,99321,NS09,丸山
9932110,99321,NS10,志久
9932111,99321,NS11,伊奈中央
9932112,99321,NS12,羽貫
9932113,99321,NS13,内宿
9932401,99324,KS44,東成田
9932402,99324,SR01,芝山千代田
9932601,99326,SMR1,大船
9932602,99326,SMR2,富士見町
9932603,99326,SMR3,湘南町屋
9932604,99326,SMR4,湘南深沢
9932605,99326,SMR5,西鎌倉
9932606,99326,SMR6,片瀬山
9932607,99326,SMR7,目白山下
9932608,99326,SMR8,湘南江の島
9932901,99329,SL24,京成津田沼
9932902,99329,SL23,新津田沼
9932903,99329,SL22,前原
9932904,99329,SL21,薬園台
9932905,99329,SL20,習志野
9932906,99329,SL19,北習志野
9932907,99329,SL18,高根木戸
9932908,99329,SL17,高根公団
9932909,99329,SL16,滝不動
9932910,99329,SL15,三咲
9932911,99329,SL14,二和向台
9932912,99329,SL13,鎌ヶ谷大仏
9932913,99329,SL12,初富
9932914,99329,SL11,新鎌ヶ谷
9932915,99329,SL10,北初富
9932916,99329,SL09,くぬぎ山
9932917,99329,SL08,元山
9932918,99329,SL07,五香
9932919,99329,SL06,常盤平
9932920,99329,SL05,八柱
9932921,99329,SL04,みのり台
9932922,99329,SL03,松戸新田
9932923,99329,SL02,上本郷
9932924,99329,SL01,松戸
9933101,99331,CM01,千葉みなと
9933102,99331,CM02,市役所前
9933103,99331,CM03,千葉
9933104,99331,CM16,栄町
9933105,99331,CM17,葭川公園
9933106,99331,CM18,県庁前
9933201,99332,CM03,千葉
9933202,99332,CM04,千葉公園
9933203,99332,CM05,作草部
9933204,99332,CM06,天台
9933205,99332,CM07,穴川
9933206,99332,CM08,スポーツセンター
9933207,99332,CM09,動物公園
9933208,99332,CM10,みつわ台
9933209,99332,CM11,都賀
9933210,99332,CM12,桜木
9933211,99332,CM13,小倉台
9933212,99332,CM14,千城台北
9933213,99332,CM15,千城台
9933301,99333,RN1,馬橋
9933302,99333,RN2,幸谷
9933303,99333,RN3,小金城趾
9933304,99333,RN4,鰭ヶ崎
9933305,99333,RN5,平和台
9933306,99333,RN6,流山
9933401,99334,TT01,多摩センター
9933402,99334,TT02,松が谷
9933403,99334,TT03,大塚・帝京大学
9933404,99334,TT04,中央大学・明星大学
9933405,99334,TT05,多摩動物公園
9933406,99334,TT06,程久保
9933407,99334,TT07,高幡不動
9933408,99334,TT08,万願寺
9933409,99334,TT09,甲州街道
9933410,99334,TT10,柴崎体育館
9933411,99334,TT11,立川南
9933412,99334,TT12,立川北
9933413,99334,TT13,高松
9933414,99334,TT14,立飛
9933415,99334,TT15,泉体育館
9933416,99334,TT16,砂川七番
9933417,99334,TT17,玉川上水
9933418,99334,TT18,桜街道
9933419,99334,TT19,上北台
9933501,99335,CD01,銚子
9933502,99335,CD02,仲ノ町
9933503,99335,CD03,観音
9933504,99335,CD04,本銚子
9933505,99335,CD05,笠上黒生
9933506,99335,CD06,西海鹿島
9933507,99335,CD07,海鹿島
9933508,99335,CD08,君ヶ浜
9933509,99335,CD09,犬吠
9933510,99335,CD10,外川
9933601,99336,MO01,浜松町
9933602,99336,MO02,天王洲アイル
9933603,99336,MO03,大井競馬場前
9933604,99336,MO04,流通センター
9933605,99336,MO05,昭和島
9933606,99336,MO06,整備場
9933607,99336,MO07,天空橋
9933611,99336,MO08,羽田空港第3ターミナル
9933608,99336,MO09,新整備場
9933609,99336,MO10,羽田空港第1ターミナル
9933610,99336,MO11,羽田空港第2ターミナル
9933701,99337,R-01,新木場
9933702,99337,R-02,東雲
9933703,99337,R-03,国際展示場
9933704,99337,R-04,東京テレポート
9933705,99337,R-05,天王洲アイル
9933706,99337,R-06,品川シーサイド
9933707,99337,R-07,大井町
9933708,99337,R-08,大崎
9933801,99338,TR01,西船橋
9933802,99338,TR02,東海神
9933803,99338,TR03,飯山満
9933804,99338,TR04,北習志野
9933805,99338,TR05,船橋日大前
9933806,99338,TR06,八千代緑が丘
9933807,99338,TR07,八千代中央
9933808,99338,TR08,村上
9933809,99338,TR09,東葉勝田台
9933901,99339,OH47,小田原
9933902,99339,OH48,箱根板橋
9933903,99339,OH49,風祭
9933904,99339,OH50,入生田
9933905,99339,OH51,箱根湯本
9933906,99339,OH52,塔ノ沢
9933907,99339,OH53,大平台
9933908,99339,OH54,宮ノ下
9933909,99339,OH55,小涌谷
9933910,99339,OH56,彫刻の森
9933911,99339,OH57,強羅
9934001,99340,KS10,京成高砂
9934002,99340,HS01,新柴又
9934003,99340,HS02,矢切
9934004,99340,HS03,北国分
9934005,99340,HS04,秋山
9934006,99340,HS05,東松戸
9934007,99340,HS06,松飛台
9934008,99340,HS07,大町
9934009,99340,HS08,新鎌ヶ谷
9934010,99340,HS09,西白井
9934011,99340,HS10,白井
9934012,99340,HS11,小室
9934013,99340,HS12,千葉ニュータウン中央
9934014,99340,HS13,印西牧の原
9934015,99340,HS14,印旛日本医大
9934201,99342,NT01,日暮里
9934202,99342,NT02,西日暮里
9934203,99342,NT03,赤土小学校前
9934204,99342,NT04,熊野前
9934205,99342,NT05,足立小台
9934206,99342,NT06,扇大橋
9934207,99342,NT07,高野
9934208,99342,NT08,江北
9934209,99342,NT09,西新井大師西
9934210,99342,NT10,谷在家
9934211,99342,NT11,舎人公園
9934212,99342,NT12,舎人
9934213,99342,NT13,見沼代親水公園
9934301,99343,G-01,中山
9934302,99343,G-02,川和町
9934303,99343,G-03,都筑ふれあいの丘
9934304,99343,G-04,センター南
9934305,99343,G-05,センター北
9934306,99343,G-06,北山田
9934307,99343,G-07,東山田
9934308,99343,G-08,高田
9934309,99343,G-09,日吉本町
9934310,99343,G-10,日吉
9940101,99401,FJ01,大月
9940102,99401,FJ02,上大月
9940103,99401,FJ03,田野倉
9940104,99401,FJ04,禾生
9940105,99401,FJ05,赤坂
9940106,99401,FJ06,都留市
9940107,99401,FJ07,谷村町
9940108,99401,FJ08,都留文科大学前
9940109,99401,FJ09,十日市場
9940110,99401,FJ10,東桂
9940111,99401,FJ11,三つ峠
9940112,99401,FJ12,寿
9940113,99401,FJ13,葭池温泉前
9940114,99401,FJ14,下吉田
9940115,99401,FJ15,月江寺
9940116,99401,FJ16,富士山
9940117,99401,FJ17,富士急ハイランド
9940118,99401,FJ18,河口湖
